emsno,工廠名稱,uniformno,county,township,facilityaddress,industryareaname,industryid,industryname,TWD97X,TWD97Y,wgs84lon,wgs84lat,isair,iswater,iswaste,istoxic,issoil,airreleasedate,waterreleasedate,wastereleasedate,toxicreleasedate,soilreleasedate,industrygroup,admino,facno
F1515424,健盟印刷企業有限公司,89609696,新北市,五股區,新北市五股區興珍里中興路一段八號三樓之一二、一三,其他工業區　　　,1601,印刷業,297376.8681,2773993.892,121.4696329,25.07343692,1,0,1,0,0,,,,,,160,,
F1515442,世宜企業有限公司,80072080,新北市,五股區,新北市五股區成泰路三段二二號,,2209,其他塑膠製品製造業,294583.3604,2775637.931,121.4419956,25.08836435,1,0,0,0,0,,,,,,220,,
F1515479,飛達模具行,2172653,新北市,五股區,新北市五股區五權七路一二號四樓,五股工業區,2209,其他塑膠製品製造業,295199.914,2773161.472,121.4480266,25.06598851,1,0,0,0,0,,,,,,220,,
F1515531,巨國食品有限公司,16011849,新北市,五股區,新北市五股區中興路一段六三號,非屬工業區類,5611,餐館,297195.1329,2773896.773,121.4678281,25.07256581,1,0,0,0,0,,,,,,561,,
F1515586,諱聯企業有限公司,5253783,新北市,五股區,新北市五股區民義路二段二二巷二一之三號,非屬工業區類,2499,未分類其他基本金屬製造業,292474.6941,2776707.654,121.421124,25.09808263,1,0,0,0,0,,,,,,249,,
F1515666,聯華石油股份有限公司五股加油站,80131638,新北市,五股區,新北市五股區成泰路二段二五○號,非屬工業區類,4821,加油及加氣站,294426.931,2775502.878,121.4404405,25.0871497,1,1,0,0,0,,2017/2/21,,,,482,,
F1515684,勇豪興業股份有限公司,12745602,新北市,五股區,新北市五股區五權路三二號,五股工業區,2699,未分類其他電子零組件製造業,295482.2187,2773290.293,121.450829,25.067143,1,0,1,1,0,,,,,,269,,
F1515826,金昇化學科技股份有限公司,80191831,新北市,五股區,新北市五股區五權八路二五號三樓,五股工業區,8691,醫學檢驗業,295209.1622,2773428.064,121.448127,25.068395,1,0,1,1,0,,,,,,869,,
F1516074,品傑光電股份有限公司,89685568,新北市,五股區,新北市五股區成泰里成泰路三段二巷一號,非屬工業區類,2209,其他塑膠製品製造業,294544.9319,2775493.996,121.44161,25.087066,1,1,1,1,0,,,,,,220,65000,99691081
F1516118,得萬利科技股份有限公司,97418827,新北市,五股區,新北市五股區興珍里五工二路一○六巷三號,五股工業區,2699,未分類其他電子零組件製造業,296184.3591,2773463.291,121.4577944,25.06868357,1,0,1,0,0,,,,,,269,,
F1516252,指南資產管理股份有限公司成泰加油站,27359183,新北市,五股區,新北市五股區成泰路一段一七○號,非屬工業區類,4821,加油及加氣站,293911.7163,2774370.959,121.4352967,25.07694578,1,1,0,0,0,,,,,,482,,
F1516341,功得電子工業股份有限公司,31291411,新北市,五股區,新北市五股區興珍里五權五路二六號,五股工業區,2699,未分類其他電子零組件製造業,295686.9887,2773149.528,121.452854,25.065866,1,1,1,1,1,,,,2022/4/26,,269,65000,99694157
F1516378,閎民科技股份有限公司,89352219,新北市,五股區,新北市五股區更寮里中興路二段二八號二樓,非屬工業區類,2630,印刷電路板製造業,296681.9276,2774190.668,121.462751,25.075235,1,1,1,1,0,,,,2021/2/20,,263,65000,99695602
F1516396,悅華科技股份有限公司五股廠,80684244,新北市,五股區,新北市五股區五工路一四三號三樓,,1931,清潔用品製造業,295371.8676,2773587.443,121.449745,25.069829,1,0,1,1,0,,,2014/12/31,2021/2/20,,193,,
F1516565,武池有限公司,23006420,新北市,五股區,新北市五股區成泰路二段一九七巷一○號一樓,非屬工業區類,2544,金屬表面處理業,294442.8182,2775596.454,121.440601,25.087994,1,1,1,1,0,,,,,,254,,
F1516592,小天使廣告股份有限公司,23803311,新北市,五股區,新北市五股區五工六路四八號,五股工業區,1601,印刷業,295064.6086,2773363.492,121.4466921,25.06781639,1,0,1,0,0,,,,,,160,,
F1516734,富致科技股份有限公司總廠,70670235,新北市,五股區,新北市五股區興珍里五工五路六○號,五股工業區,2620,被動電子元件製造業,295142.4311,2773441.578,121.447466,25.068519,1,0,1,0,0,,,,,,262,,
F1516743,晶功印刷電路有限公司,28507486,新北市,五股區,新北市五股區成泰里成泰路三段一七之一號二樓,非屬工業區類,2630,印刷電路板製造業,294536.5512,2775612.879,121.4415308,25.08813955,1,1,1,0,0,,,,,,263,,
F1516761,汎球生物藥劑研發股份有限公司,28191640,新北市,五股區,新北市五股區五權三路四六號(一樓至六樓),五股工業區,1990,未分類其他化學製品製造業,296066.5938,2773400.804,121.456625,25.068123,1,1,1,1,0,,,,,,199,65000,99696086
F1516878,炘益有限公司,28577996,新北市,五股區,新北市五股區成泰路二段一九七巷一八號（一、二、三樓）,非屬工業區類,2544,金屬表面處理業,294425.806,2775616.669,121.440433,25.088177,1,1,1,0,0,,,,,,254,,
F1517062,台灣檢驗科技股份有限公司紡織實驗室,23928467,新北市,五股區,新北市五股區五權路三一號,,7129,其他技術檢測及分析服務業,295461.0228,2773342.74,121.4506206,25.06761717,1,0,0,1,0,,,,,,712,65000,
F15A0089,亞太磁卡股份有限公司五股廠,96937054,新北市,五股區,新北市五股區五權五路一六號三、四樓,五股工業區,1602,印刷輔助業,295519.0827,2772978.764,121.4511841,25.06432944,1,0,1,0,0,,,2017/9/28,,,160,,
F15A0099,書甸印刷紙品股份有限公司,15282512,新北市,五股區,新北市五股區五權五路一六號一樓,五股工業區,1602,印刷輔助業,295519.0827,2772978.764,121.4511841,25.06432944,1,0,1,0,0,,,,,,160,,
F15A0188,匯川數位印刷股份有限公司,16816867,新北市,五股區,新北市五股區五權七路六八號一樓,五股工業區,1601,印刷業,295782.2701,2773632.918,121.4538145,25.0702272,1,0,1,0,0,,,2019/11/5,,,160,,
F15A0326,亞恩得股份有限公司,86366415,新北市,五股區,新北市五股區四維路三○巷三四弄一九號,非屬工業區類,2544,金屬表面處理業,297275.6695,2773680.562,121.468619,25.07061135,1,1,1,1,0,,,,,,254,,
F15A0435,益?股份有限公司五股廠,28558858,新北市,五股區,新北市五股區成泰里成泰路三段六號(一樓)及三樓(第四層),非屬工業區類,2599,未分類其他金屬製品製造業,294517.231,2775543.862,121.441337,25.087517,1,1,1,1,0,,,,,,259,,
F15A0485,太子汽車工業股份有限公司五股分公司,35049009,新北市,五股區,新北市五股區新五路二段一一一號,,,,294458.1457,2774966.984,121.4407326,25.08231072,1,0,0,0,0,,,,,,301,,
F15A0821,金利橡膠股份有限公司五權廠,15850205,新北市,五股區,新北市五股區興珍里五權路六七號,五股工業區,2109,其他橡膠製品製造業,295841.6497,2773583.343,121.4544014,25.06977784,1,0,0,0,0,,,,,,210,,
F15A0930,龍達塑膠股份有限公司五股一廠,36161423,新北市,五股區,新北市五股區五工路一四○號,五股工業區,2203,塑膠外殼及配件製造業,295424.9194,2773591.718,121.450271,25.069866,1,0,0,1,0,,,,,,220,,
F15A0940,佳榮工業股份有限公司,22392803,新北市,五股區,新北市五股區五工二路一一六巷二○號一樓,,,,296082.5006,2773571.332,121.4567884,25.06966207,1,0,0,0,0,,,,,,487,,
F15A0950,源進實業股份有限公司五股廠,35980917,新北市,五股區,新北市五股區五權三路五號三、四、五樓,五股工業區,2699,未分類其他電子零組件製造業,295545.3041,2772798.647,121.451438,25.06270255,1,0,1,0,0,,,,,,269,65000,99-696634-00
F15A0960,興珍工業股份有限公司五股廠,22348722,新北市,五股區,新北市五股區五工路一二七號五樓,,,,295524.8483,2773454.41,121.451257,25.06862341,1,0,0,0,0,,,,,,123,,
F15A0980,台灣三花棉製業股份有限公司,22938620,新北市,五股區,新北市五股區五工二路一一九號,,,,295871.3684,2773638.698,121.4546978,25.07027668,1,0,0,0,0,,,,,,11,,
F15A1186,永明泰科技股份有限公司五股廠,16151209,新北市,五股區,新北市五股區五權七路一二號七樓,,,,295199.914,2773161.472,121.4480266,25.06598851,1,0,0,0,0,,,,,,269,,
F15A1720,台灣檢驗科技股份有限公司食品實驗室,23928467,新北市,五股區,新北市五股區五工路一二五號三樓,五股工業區,,,295530.6056,2773443.029,121.4513137,25.06852049,1,0,0,0,0,,,,,,712,,
F15A1918,益睿科技股份有限公司,36025531,新北市,五股區,新北市五股區成泰路三段六號二、三樓,非屬工業區類,2499,未分類其他基本金屬製造業,294517.2419,2775543.912,121.4413371,25.08751749,1,0,0,0,0,,,,,,249,,
F15A2194,德淵企業股份有限公司五股廠,4465521,新北市,五股區,新北市五股區興珍里五權六路九號(一樓、二樓、三樓、四樓、五樓、地下一層及地下二層),五股工業區,1990,未分類其他化學製品製造業,295349.3514,2772986.019,121.449502,25.0644,1,1,1,1,0,,2024/10/28,2025/4/9,,,199,65000,
F15A2233,丰彩環保科技股份有限公司,29067802,新北市,五股區,新北市五股區五工六路一一號之二(一樓),五股工業區,3822,有害廢棄物處理業,295434.9334,2772693.167,121.4503406,25.06175359,1,1,1,0,0,,,,,,382,,
F15A2243,紳寶股份有限公司,53529229,新北市,五股區,新北市五股區五工二路一二四號四樓,五股工業區,1601,印刷業,295931.9606,2773639.018,121.4552985,25.07027773,1,0,1,0,0,,,,,,160,,
F15A2520,新北市慈佑庇護工場,,新北市,五股區,新北市五股區五權路七巷一○號一、二樓,非屬工業區類,,,295208.2778,2773077.604,121.4481067,25.0652311,1,0,0,0,0,,,,,,782,,
F15A3102,福華洗衣,,新北市,五股區,新北市五股區登林路七七巷一之五號,,,,293155.2794,2773547.279,121.4277725,25.06953137,1,0,0,0,0,,,,,,961,,
F15A3112,全利洗衣店,78208532,新北市,五股區,新北市五股區成泰路三段二四九號,,,,295045.4312,2776225.238,121.4465957,25.09365283,1,0,0,0,0,,,,,,961,,
F15A3192,台灣檢驗科技股份有限公司食品服務部,23928467,新北市,五股區,新北市五股區五工路一二七號,,7121,環境檢測服務業,295524.8483,2773454.41,121.451257,25.06862341,1,0,0,1,0,,,,,,712,,
F15A3429,新五營建剩餘土石方資源處理場,54040839,新北市,五股區,新北市五股區石土地公段石土地公小段五五之二、五五之三、一一四之一、一一四之二、一一六、一一七之一、一一七之三等七筆地號,非屬工業區類,2399,未分類其他非金屬礦物製品製造業,294167.3054,2774236.9,121.437826,25.075728,1,1,1,0,0,,,,,,239,,
F15A3736,隆羽實業股份有限公司,31337275,新北市,五股區,新北市五股區興珍里五權七路六○號(一、二樓),五股工業區,2499,未分類其他基本金屬製造業,295723.1544,2773622.917,121.4532282,25.0701387,1,0,1,1,0,,,,2021/2/20,,249,65000,
F15A3805,車容坊股份有限公司-車容坊加油站,84283164,新北市,五股區,新北市五股區新五路二段二七九號,非屬工業區類,,,294458.1457,2774966.984,121.4407326,25.08231072,1,0,0,0,0,,,,,,0,,
F15A3855,江鴻科技股份有限公司新北廠,70544351,新北市,五股區,新北市五股區五工五路二○號之一(一、三、五樓),,2740,資料儲存媒體製造業,295660.5,2772985.284,121.452586,25.064384,1,0,1,0,0,,,2019/3/11,,,274,,
F15A3875,卓和企業股份有限公司(五股廠),23620615,新北市,五股區,新北市五股區五權八路三二號(一、二樓),,3329,其他醫療器材及用品製造業,295259.0251,2773451.048,121.448622,25.068601,1,0,0,1,0,,,,,,332,65000,65003089
F15A3895,宏遠國際餐飲股份有限公司五股二廠,25094980,新北市,五股區,新北市五股區興珍里五權路五四號,五股工業區,899,未分類其他食品製造業,295813.8446,2773504.985,121.4541232,25.06907127,1,1,1,0,0,,,,,,89,65000,
F15A4001,富致科技股份有限公司二廠,70670235,新北市,五股區,新北市五股區興珍里五工三路一一六巷七號一樓,五股工業區,2620,被動電子元件製造業,295966.3478,2773472.962,121.4556338,25.06877753,1,0,1,0,0,,,,,,262,,
F15A4051,國堡國際股份有限公司,36266995,新北市,五股區,新北市五股區五工二路一一三號一樓,五股工業區,1602,印刷輔助業,295984.4116,2773544.469,121.4558152,25.06942255,1,0,1,0,0,,,,,,160,,
F15A4071,王記鋼鐵有限公司,27715280,新北市,五股區,新北市五股區中興路三段一九○號之八,非屬工業區類,2521,金屬結構製造業,294756.6394,2774935.21,121.4436906,25.08201505,1,0,1,0,0,,,,,,252,,
F15A4893,頂記食品股份有限公司五股廠,5174211,新北市,五股區,新北市五股區興珍里五工路一四四號,,840,動植物油脂製造業,295361.585,2773645.783,121.449645,25.070356,1,0,1,0,0,,,,,,84,,
F15A5059,味味美食有限公司,53697463,新北市,五股區,新北市五股區中興路一段九五巷四弄三、五號,非屬工業區類,891,烘焙炊蒸食品製造業,297033.6103,2773924.818,121.466228,25.072824,1,0,1,0,0,,,,,,89,65000,
F15A5366,台灣檢驗科技股份有限公司-綜合化學實驗室,23928467,新北市,五股區,新北市五股區五權七路二五號,,7121,環境檢測服務業,295285.3394,2773365.07,121.44888,25.067824,1,0,0,1,0,,,,,,712,,
F15A5495,兆利科技工業股份有限公司五權廠,27393491,新北市,五股區,新北市五股區興珍里五權七路五九號一樓,五股工業區,2599,未分類其他金屬製品製造業,295580.076,2773623.694,121.45181,25.07015,1,1,1,0,0,,,,,,259,65000,
F15A5603,台灣檢驗科技股份有限公司-材料及工程實驗室,23928467,新北市,五股區,新北市五股區五權路三五號,,7129,其他技術檢測及分析服務業,295488.3574,2773385.683,121.450893,25.068004,1,0,0,1,0,,,,2024/1/25,,712,,
F15A5712,詠麗生化科技股份有限公司五股廠,79972112,新北市,五股區,新北市五股區五工六路一六號一樓,五股工業區,1932,化粧品製造業,295443.8659,2772749.626,121.450431,25.062263,1,1,1,0,0,,,,,,193,,
F15A5742,中福油行,13374950,新北市,五股區,新北市五股區五龍里壟?路一六號,非屬工業區類,870,動物飼品製造業,291877.3917,2775327.255,121.41516,25.085637,1,0,0,0,0,,,,,,87,,
F15A5782,廣懿股份有限公司二廠,12632678,新北市,五股區,新北市五股區民義路二段四八巷二之一一號,非屬工業區類,1601,印刷業,291868.1134,2777164.948,121.415124,25.102228,1,0,1,0,0,,,,,,160,,
F15A6106,岱庚企業有限公司,42707422,新北市,五股區,新北市五股區五權路六五號,,,,295825.401,2773572.345,121.45424,25.069679,1,0,0,0,0,,,,,,0,,
F15A6215,龍達塑膠股份有限公司五股二廠,36161423,新北市,五股區,新北市五股區五工路一四○號之一,,,,295424.9194,2773591.718,121.450271,25.069866,1,0,0,0,0,,,,,,0,,
F15A6235,龍達塑膠股份有限公司五股三廠,36161423,新北市,五股區,新北市五股區五工路一三八號一至五樓,,,,295446.2847,2773568.196,121.450482,25.069653,1,0,0,0,0,,,,,,0,,
F15A6889,友揚實業有限公司,66391801,新北市,五股區,新北市五股區五權八路三四號(一)樓,,,,295271.0914,2773463.161,121.448742,25.06871,1,0,0,0,0,,,,,,0,,
F15A7500,荃倫實業有限公司,28910825,新北市,五股區,新北市五股區民義路二段五○號之二一、二二、二三,,,,291526.7396,2777286.189,121.411743,25.103332,1,0,0,0,0,,,,,,0,,
F15A8152,康景實業股份有限公司,70574351,新北市,五股區,新北市五股區興珍里五工五路二○號之一(五樓),,2740,資料儲存媒體製造業,295660.5,2772985.284,121.452586,25.064384,1,0,1,0,0,,,,,,274,,
F15A8380,銘豐壓鑄實業有限公司,22815346,新北市,五股區,新北市五股區五權三路五二號一樓,非屬工業區類,2499,未分類其他基本金屬製造業,296136.0422,2773479.129,121.457316,25.068828,1,0,1,0,0,,,2019/12/18,,,249,,
F15A8419,頂發汽車有限公司,70640296,新北市,五股區,新北市五股區中興路三段一九六之二號,,,,294634.3184,2774965.933,121.442479,25.082296,1,0,0,0,0,,,,,,0,,
F15A8518,尚品室內裝修有限公司,27554572,新北市,五股區,新北市五股區中興路三段三之一四號,,,,294869.9643,2774536.712,121.444801,25.078414,1,0,0,0,0,,,,,,0,,
F15A8538,鏵塑股份有限公司,70737714,新北市,五股區,新北市五股區民義里民義路一段二四○號一樓,非屬工業區類,2209,其他塑膠製品製造業,293106.8526,2776021.051,121.42737,25.091866,1,0,1,0,0,,,,,,220,65000,
F15A8756,德森科技股份有限公司,12974273,新北市,五股區,新北市五股區五工二路一二六號(二樓),,1401,製材業,295910.7553,2773660.912,121.455089,25.070476,1,0,0,1,0,,,,,,140,,
F15A8805,山隆通運股份有限公司-福泰加油站,33983853,新北市,五股區,新北市五股區成泰路一段七六號,非屬工業區類,500,石油及天然氣礦業,293960.7444,2773628.791,121.435759,25.070244,1,0,0,0,0,,,,,,50,,
F15A8865,泰普膠帶實業股份有限公司,4826341,新北市,五股區,新北市五股區成泰路三段七二號,,,,294734.0732,2775768.541,121.443494,25.089539,1,0,0,0,0,,,,,,0,,
F15A8914,朱德橡膠企業有限公司,84844406,新北市,五股區,新北市五股區民義路二段五○之一九號,非屬工業區類,2109,其他橡膠製品製造業,291641.0478,2777175.439,121.412873,25.102329,1,0,0,0,0,,,,,,210,,
F15A9368,志遠食品廠,41093397,新北市,五股區,新北市五股區五權八路三九之一號,五股工業區,899,未分類其他食品製造業,295280.8801,2773523.118,121.448841,25.069251,1,0,0,0,0,,,,,,89,65000,65003856
F15A9417,常豐食品有限公司,66455327,新北市,五股區,新北市五股區五股里成泰路二段一四七巷二七、二九、三一號,非屬工業區類,891,烘焙炊蒸食品製造業,294247.6901,2775423.467,121.438661,25.086438,1,0,0,0,0,,,,,,89,,
F15A9724,佳福實業有限公司,83124061,新北市,五股區,新北市五股區五股里成泰路二段一四七巷一六號二、三樓,非屬工業區類,1920,塗料、染料及顏料製造業,294271.1625,2775432.958,121.438894,25.086523,1,0,1,0,0,,,,,,192,,
F15A9823,民利五金股份有限公司(五股廠),31265286,新北市,五股區,新北市五股區興珍里中興路一段一四○巷二○號,非屬工業區類,2599,未分類其他金屬製品製造業,296953.6491,2774206.332,121.465445,25.075368,1,0,0,0,0,,,,,,259,,
F15B0016,美食達人股份有限公司台北西點廠,27617149,新北市,五股區,新北市五股區五權三路二一號二樓,,,,295716.5551,2773027.341,121.453143,25.064762,1,1,0,0,0,,,,,,0,65000,
F15B0026,美食達人股份有限公司台北麵包廠,27617149,新北市,五股區,新北市五股區五權三路二一號三樓,,,,295716.5551,2773027.341,121.453143,25.064762,1,1,0,0,0,,,,,,0,65000,
F15B0234,鴻昱國際科技股份有限公司,54282462,新北市,五股區,新北市五股區五股里成泰路二段二五二號四樓,,2599,未分類其他金屬製品製造業,294450.0679,2775507.643,121.44067,25.087192,1,0,0,1,0,,,,2021/11/3,,259,65000,
F15B0353,俊曜工程有限公司,65532070,新北市,五股區,新北市五股區中興路三段四五巷五之八號,非屬工業區類,3821,非有害廢棄物處理業,294620.2973,2774780.797,121.442334,25.080625,1,1,1,0,0,,2022/7/28,,,,382,,
F15B0373,得裕精密壓鑄有限公司,25023873,新北市,五股區,新北市五股區五工路一三五號,五股工業區,2599,未分類其他金屬製品製造業,295441.7073,2773518.89,121.450435,25.069208,1,0,0,0,0,,,,,,259,,
F15B0680,植富工業股份有限公司,90473795,新北市,五股區,新北市五股區興珍里五工二路一○九號一樓,五股工業區,1990,未分類其他化學製品製造業,296069.6938,2773468.715,121.456658,25.068736,1,0,0,0,0,,,,,,199,65000,65008347
F15B0709,亮全企業社,19434651,新北市,五股區,新北市五股區六福里民義路一段二二○巷五號之三,,2599,未分類其他金屬製品製造業,293213.4811,2776112.881,121.42843,25.092692,1,0,0,0,0,,,,,,259,,
F15B0828,益晟企業有限公司,12840253,新北市,五股區,新北市五股區興珍里五權路二四號一樓,非屬工業區類,2549,其他金屬加工處理業,295385.4252,2773151.18,121.449865,25.06589,1,0,1,0,0,,,,,,254,65000,99718592
F15B1212,士翔企業有限公司,16656762,新北市,五股區,新北市五股區民義里民義路一段三一二之三號,,,,292752.3831,2776317.009,121.423865,25.094548,1,0,0,0,0,,,,,,0,,
F15B1490,百原食品有限公司,16995453,新北市,五股區,新北市五股區中興路一段六一號、五九號(一樓),五股工業區,897,膳食及菜餚製造業,297200.4735,2773895.266,121.467881,25.072552,1,0,1,0,0,,,,,,89,,
F15B1599,精信精密工業股份有限公司,23097343,新北市,五股區,新北市五股區興珍里五權八路二二號,五股工業區,2499,未分類其他基本金屬製造業,295160.9785,2773324.449,121.447646,25.067461,1,0,1,0,0,,,,,,249,,
F15B1638,鑫力馳工業有限公司,23099031,新北市,五股區,新北市五股區成泰里成泰路三段二四號,其他工業區　　　,2491,其他基本金屬鑄造業,294587.8175,2775643.561,121.44204,25.088415,1,0,1,0,0,,,,,,249,65000,
F15B1678,精能光學股份有限公司,28791145,新北市,五股區,新北市五股區興珍里五工路一○二號,五股工業區,3329,其他醫療器材及用品製造業,295982.8416,2773106.105,121.455785,25.065465,1,0,0,0,0,,,,,,332,,
F15B2408,嘉勝國際有限公司,70437884,新北市,五股區,新北市五股區成泰路一段九八巷三○之八號A棟,非屬工業區類,2109,其他橡膠製品製造業,294945.4339,2773890.196,121.445528,25.072575,1,0,0,0,0,,,,,,210,65000,
F15B2488,大立烤漆行,2113000,新北市,五股區,新北市五股區四維路三○巷三六弄一三號,,,,297310.5304,2773693.83,121.468965,25.07073,1,0,0,0,0,,,,,,0,65000,
F15B2626,圓凱科技實業股份有限公司五股廠,16781467,新北市,五股區,新北市五股區五工路一一○號（一、二、三、四、五、六樓及六樓夾層）,其他工業區　　　,2719,其他電腦週邊設備製造業,295902.9343,2773166.868,121.454995,25.066016,1,0,1,0,0,,,,,,271,65000,
F15B2765,台灣谷季股份有限公司,50854642,新北市,五股區,新北市五股區興珍里五工三路一一六巷九號一、二樓,,,,295980.6498,2773487.023,121.455776,25.068904,1,0,0,0,0,,,,,,0,65000,65007998
F15B2804,台灣谷季股份有限公司五股廠,50854642,新北市,五股區,新北市五股區興珍里五工三路一一六巷九號三樓,,,,295980.6498,2773487.023,121.455776,25.068904,1,0,0,0,0,,,,,,0,65000,65011719
F1600017,中國石油股份有限公司台北營業處泰山加油站,35048162,新北市,泰山區,新北市泰山區泰林路二段四二四號,非屬工業區類,4821,加油及加氣站,293055.5078,2772973.884,121.4267656,25.06435757,1,0,0,0,0,,,,,,482,,
F1600026,台灣中油股份有限公司(泰新加油加氣站),3707901,新北市,泰山區,新北市泰山區新北大道五段一號,,4821,加油及加氣站,294273.9324,2771533.004,121.438796,25.051314,1,1,0,0,0,,2004/3/9,,,,482,,
F1600044,遠東乾洗商店,,新北市,泰山區,新北市泰山區福泰街六三號,,9610,洗衣業,293774.8684,2772460.494,121.4338794,25.059702,1,0,0,0,0,,,,,,961,,
F1600053,台麗洗衣店,,新北市,泰山區,新北市泰山區台麗街三號,非屬工業區類,9610,洗衣業,292815.8776,2770100.066,121.4243011,25.03841935,1,0,0,0,0,,,,,,961,,
F1600062,天南洗衣店,35317601,新北市,泰山區,新北市泰山區明志路一段一七四號,非屬工業區類,9610,洗衣業,293697.5734,2772775.925,121.4331233,25.06255196,1,0,0,0,0,,,,,,961,,
F1600115,文方實業股份有限公司,33723055,新北市,泰山區,新北市泰山區南林路一一八號一樓、地下一層,非屬工業區類,2630,印刷電路板製造業,291884.8373,2771182.955,121.4151077,25.04822182,1,0,1,0,0,,,2020/11/27,,,263,,
F1600151,韋翔塑膠工業公司泰山廠,35320015,新北市,泰山區,新北市泰山區美寧街五七巷二六號,,1841,塑膠原料製造業,293368.6717,2773050.711,121.429872,25.06504222,1,0,1,0,0,,,2009/2/13,,,184,,
F1600179,汎晟實業有限公司,12456948,新北市,泰山區,新北市泰山區美寧街七三號,,2544,金屬表面處理業,293490.9035,2773020.018,121.4310826,25.06476161,1,0,1,0,0,,,2003/6/11,,,254,,
F1600231,千木工業公司,23079921,新北市,泰山區,新北市泰山區明志路一段一二二巷四七號,非屬工業區類,2209,其他塑膠製品製造業,293573.1393,2772934.12,121.431895,25.06398375,1,0,0,0,0,,,,,,220,,
F1600259,勝雄印刷有限公司,22313414,新北市,泰山區,新北市泰山區明志路一段一一七巷一八之一號,非屬工業區類,1601,印刷業,293807.8535,2772845.432,121.4342186,25.06317628,1,0,1,0,0,,,2009/2/25,,,160,,
F1600277,泰吉紡織股份有限公司,35319158,新北市,泰山區,新北市泰山區泰林路二段四一四巷二號,非屬工業區類,1119,其他紡紗業,293121.3871,2773004.567,121.4274195,25.0646327,1,0,0,0,0,,,,,,111,,
F1600302,康熙企業有限公司,23170012,新北市,泰山區,新北市泰山區義學里坡雅頭四九鄰四號,,2202,塑膠膜袋製造業,293391.989,2771808.748,121.430064,25.053829,1,0,0,0,0,,,,,,220,,
F1600393,新新昶染整廠股份有限公司,35433284,新北市,泰山區,新北市泰山區楓樹里信義街一一號,泰山工業區,1140,染整業,293646.9123,2773041.47,121.4326296,25.06495078,1,1,1,0,0,,,,,,114,,
F1600419,張錫榮畜牧場,,新北市,泰山區,新北市泰山區民生路一五一之一號,非屬工業區類,122,豬飼育業,293961.1825,2770516.604,121.435664,25.042147,1,1,1,0,0,,2021/10/18,2021/7/29,,,12,,
F1600464,臺灣三洋電機股份有限公司工廠,3564501,新北市,泰山區,新北市泰山區貴和里貴鳳街三五號及新莊區中正路六一四巷二四號二樓,非屬工業區類,2851,家用空調器具製造業,292610.9135,2769259.347,121.422244,25.030835,1,1,1,1,0,,,,2021/2/20,,285,,
F1600482,富記食品有限公司泰山廠,,新北市,泰山區,新北市泰山區貴和村貴陽街五號,非屬工業區類,897,膳食及菜餚製造業,292735.5244,2769424.553,121.4234839,25.03232302,1,1,1,1,0,,,,2021/2/20,,89,,
F1600491,南亞塑膠工業股份有限公司林口二廠,75370905,新北市,泰山區,新北市泰山區大科里南林路一○二號【含南林路一○○號及八九、九一、九三號(之一至之四)及南泰路三號】,非屬工業區類,1841,塑膠原料製造業,291901.0399,2771502.697,121.415278,25.051108,1,1,1,1,1,,,,,,184,,
F1600526,閎煒興業股份有限公司,16239818,新北市,泰山區,新北市泰山區大科坑路四五之二號,非屬工業區類,1140,染整業,290742.8111,2771862.927,121.4038098,25.05439187,1,1,1,0,0,,2001/11/28,2009/2/26,,,114,,
F1600580,至隆企業股份有限公司,35965423,新北市,泰山區,新北市泰山區明志路三段一四五巷六一號,非屬工業區類,1140,染整業,293108.2475,2770179.704,121.4272009,25.03913002,1,1,1,0,0,,2001/11/6,2003/9/15,,,114,,
F1600777,大漢預拌廠股份有限公司,22654664,新北市,泰山區,新北市泰山區中港南路三一○號,非屬工業區類,2332,預拌混凝土製造業,294363.3522,2772457.746,121.439712,25.05966,1,1,1,0,0,,,2024/3/19,,,233,,
F1600802,許美紅畜牧場,,新北市,泰山區,新北市泰山區民生路一五一號,非屬工業區類,122,豬飼育業,293961.1825,2770516.604,121.435664,25.042147,1,1,1,0,0,,2021/7/16,2021/7/29,,,12,,
F1601078,醒發,84531312,新北市,泰山區,新北市泰山區貴陽街七八號,,2544,金屬表面處理業,292767.1878,2769388.028,121.4237965,25.03199238,1,1,1,0,0,,1995/10/2,2004/10/28,,,254,,
F1601121,穎德硬鉻有限公司,97000759,新北市,泰山區,新北市泰山區新北大道七段九五巷二號,非屬工業區類,2544,金屬表面處理業,292169.5346,2769379.044,121.417874,25.031928,1,1,1,1,0,,,,,,254,65000,99689177
F1601130,千維實業有限公司,23439144,新北市,泰山區,新北市泰山區貴鳳街二二之八號,非屬工業區類,1931,清潔用品製造業,292629.6058,2769251.635,121.422429,25.03076489,1,1,1,1,0,,,,,,193,,
F1601167,昶旺實業有限公司,,新北市,泰山區,新北市泰山區黎明路六之三號,非屬工業區類,1159,其他紡織品製造業,292454.1393,2772731.221,121.4207975,25.0621838,1,1,1,0,0,,1996/9/18,2004/10/28,,,115,,
F1601318,毅宜工業股份有限公司,7656805,新北市,泰山區,新北市泰山區山腳里美寧街三七號,泰山工業區,2544,金屬表面處理業,293400.6834,2772944.621,121.430186,25.06408351,1,1,1,1,0,,,,2021/2/20,,254,65000,
F1601327,益祥企業有限公司,22407545,新北市,泰山區,新北市泰山區貴陽街一六巷五弄六號,非屬工業區類,2544,金屬表面處理業,292624.8363,2769389.982,121.422386,25.032014,1,1,1,1,0,,,,,,254,,
